ID,Description,Quantity,CostPerItem,Date,,,,,,
yf5k57,"5"" orange crackling w/crackling pistil",371,12.36,13/06/2017,,,,,,
yf5p59,"5"" orange palm tree",83,20.57,13/06/2017,,,,,,
yf5p72,"5"" orange strobing circle w/titanium salute",50,16.51,13/06/2017,,,,,,
hq5p09,"5"" pink, seablue, orange and green crossettes",484,10.04,13/06/2017,,,,,,
hx5t06,"5"" purple brocade coconut",421,11.23,13/06/2017,,,,,,
yf5p36,"5"" purple crackling w/crackling pistil",63,18.8,13/06/2017,,,,,,
hq5p06,"5"" purple dahlia w/strobing pistil & coconut pistil",54,7.57,13/06/2017,,,,,,
yf5p50,"5"" purple flowers in purple circle 533",158,18.54,13/06/2017,,,,,,
yf5p70,"5"" purple ghost",430,14.99,13/06/2017,,,,,,
yf5k49,"5"" purple ghost peony w/green pistil",300,7.95,13/06/2017,,,,,,
yf5p35,"5"" purple nishiki kamuro w/lemon pistil",221,21.59,13/06/2017,,,,,,
hx5t27,"5"" purple peony",142,7.78,13/06/2017,,,,,,
hx5t23,"5"" purple peony w/chrys pistil",242,9.36,13/06/2017,,,,,,
yf5p76,"5"" purple plum w/pistil 564",246,16.76,13/06/2017,,,,,,
js5n01,"5"" purple strobe",484,9.65,13/06/2017,,,,,,
yf5m05,"5"" purple strobing willow",313,15.91,13/06/2017,,,,,,
yf5t47,"5"" purple titanium salute flowers",484,18.49,13/06/2017,,,,,,
yf5p37,"5"" purple to silver thousand circle chrys 487",363,17.02,13/06/2017,,,,,,
yf5p41,"5"" purple willow 506",325,19.3,13/06/2017,,,,,,
hx5t14,"5"" red & green dahlia double rings w/white strobe pistil",238,9.79,13/06/2017,,,,,,
yf5p01,"5"" red & green ghost peony 60-62",188,19.05,13/06/2017,,,,,,
ld54072,"5"" red & green scattering w/coco pistil",209,9.65,13/06/2017,,,,,,
ld58161,"5"" red & green whirl flower",121,10.66,13/06/2017,,,,,,
yf5t16,"5"" red cherry blossom",430,15.21,13/06/2017,,,,,,
yf5k77,"5"" red cycas w/gold crackling crossette pistil",384,14.84,13/06/2017,,,,,,
yf5k23,"5"" red gamboge to crcklng chrys w/double crcklng pistil 526-527",133,14.74,13/06/2017,,,,,,
yf5p84,"5"" red gamboge to green to purple chrys w/silver pistil 570",17,18.29,13/06/2017,,,,,,
yf5p22,"5"" red gamboge to green to red chrys w/red pistil",271,21.34,13/06/2017,,,,,,
js5n02,"5"" red gamboge to purple chrys w/blue pistil",384,9.94,13/06/2017,,,,,,
yf5p20,"5"" red gamboge to red chrys w/green pistil",21,21.08,13/06/2017,,,,,,
hx5t24,"5"" red peony",329,11.81,13/06/2017,,,,,,
yf5p69,"5"" red saturn w/glittering silver to blue to green circle 558",475,18.29,13/06/2017,,,,,,
hx5t17,"5"" red strobe shell of shells",271,11.52,13/06/2017,,,,,,
wh5t02,"5"" red strobe willow",496,11.66,13/06/2017,,,,,,
yf5p39,"5"" red strobing nishiki kamuro w/red strobing pistil 496-500",367,19.3,13/06/2017,,,,,,
yf5m06,"5"" red strobing willow",467,16.58,14/06/2017,,,,,,
yf5p10,"5"" red to blue peony",404,16.51,14/06/2017,,,,,,
hx5t16,"5"" red to dark to green",450,12.24,14/06/2017,,,,,,
yf5p82,"5"" red to green to blue peony 569",83,19.81,14/06/2017,,,,,,
yf5p12,"5"" red to silver peony w/green pistil w/rising tail",50,21.08,14/06/2017,,,,,,
hx5t32,"5"" red to white strobe coconut",304,11.09,14/06/2017,,,,,,
yf5p44,"5"" red willow 516-517",42,18.29,14/06/2017,,,,,,
hq5q02,"5"" red wind bells",29,8.21,14/06/2017,,,,,,
hx5t22,"5"" ring w/6 angled chrys",75,11.09,14/06/2017,,,,,,
hx5t35,"5"" royal crown waterfall",200,11.38,14/06/2017,,,,,,
st5001,"5"" santai flourish thunder",421,12.03,14/06/2017,,,,,,
hx5n03,"5"" saturn ring w/magic peony",138,11.23,14/06/2017,,,,,,
ld53036,"5"" silver bees w/silver tail",250,10.8,14/06/2017,,,,,,
yf5p45,"5"" silver coconut 519-520",496,17.53,14/06/2017,,,,,,
yf5k09,"5"" silver coconut crossette",363,18.56,14/06/2017,,,,,,
yf5p80,"5"" silver coconut to crossette",309,17.27,14/06/2017,,,,,,
hx5t20,"5"" silver coconut with thousand reports",430,10.66,14/06/2017,,,,,,
hx5t18,"5"" silver crossette ring w/strobing pistil",192,8.93,14/06/2017,,,,,,
ld52037,"5"" silver diadem",63,10.66,14/06/2017,,,,,,
hq5q01,"5"" silver dragons",459,11.95,14/06/2017,,,,,,
yf5p43,"5"" silver titanium salutes w/red strobing pistil 513-515",17,19.81,14/06/2017,,,,,,
hx5t15,"5"" silver wave to red",46,9.5,14/06/2017,,,,,,
ld58041,"5"" silver whirl w/purple ring w/tail",350,9.94,14/06/2017,,,,,,
ld58013,"5"" silver willow w/comet",175,10.37,14/06/2017,,,,,,
ld57046,"5"" smile face",296,7.06,14/06/2017,,,,,,
hq5m05,"5"" smiling face w/strobing (blinking) eyes",154,10.77,14/06/2017,,,,,,
hq5p10,"5"" special spring",171,10.53,14/06/2017,,,,,,
yf5p48,"5"" square in circle 528",492,16.76,14/06/2017,,,,,,
yf5m07,"5"" strobing silver willow w/red small flowers",171,20.54,14/06/2017,,,,,,
jsm501,"5"" the magic ball (silver crackling strobe)",438,7.53,15/06/2017,,,,,,
hq5p07,"5"" thousands of silver coconut",438,10.08,15/06/2017,,,,,,
ld57030,"5"" three cross rings",221,9.65,15/06/2017,,,,,,
wh5t03,"5"" three red swordsmen (gold to red octagonal chrys)",371,9.79,15/06/2017,,,,,,
hx5t11,"5"" time rain crossette",167,12.1,15/06/2017,,,,,,
hx5t08,"5"" time rain willow",234,7.2,15/06/2017,,,,,,
hq5q04,"5"" timerain (crackling) willow waterfall",363,10.66,15/06/2017,,,,,,
hx5t29,"5"" timerain crossette",21,8.21,15/06/2017,,,,,,
yf5p58,"5"" white falling leaves",338,16.26,15/06/2017,,,,,,
yf5k48,"5"" white ghost peony",142,8.24,15/06/2017,,,,,,
hq5m02,"5"" white peony",238,9.08,15/06/2017,,,,,,
yf5p40,"5"" white strobing nishiki kamuro w/white strobing pistil 501-505",79,19.56,15/06/2017,,,,,,
hq5q03,"5"" white wind bells",117,9.94,15/06/2017,,,,,,
yf5t22,"5"" yellow crackling ghost peony",209,9.72,15/06/2017,,,,,,
yf5k56,"5"" yellow crackling w/double crackling pistil",434,8.54,15/06/2017,,,,,,
yf5k28,"5"" yellow cycas blooms",117,9.57,15/06/2017,,,,,,
yf5p14,"5"" yellow strobing peony 467",225,17.78,15/06/2017,,,,,,
yf6k86,"6"" 1/2 lemon & 1/2 magenta peony w/crackling pistil",421,23.06,15/06/2017,,,,,,
yf6p09,"6"" 1/2 red & 1/2 blue peony in multicolor circle 637",500,25.93,15/06/2017,,,,,,
yf6p04,"6"" 1/4 mag,lem,aqua,orng peony w/crossing crcl w/crcklng pistil 91-95",442,27.66,15/06/2017,,,,,,
yf6m04,"6"" 1/4 orange, magenta, silver, purple peony",396,29.04,15/06/2017,,,,,,
yf6t19,"6"" 1/4 peony w/strobing pistil",217,17.55,15/06/2017,,,,,,
yf6m05,"6"" 1/4 red, green, blue, lemon peony w/crackling pistil",375,27.66,15/06/2017,,,,,,
hq6p01,"6"" 1/4 red, lemon, green, blue peony w/silver glitter pistil",325,18,15/06/2017,,,,,,
yf6p03,"6"" 1/4 yel, grn, blue, pur peony w/crossing circle w/crackling pistil 86-90",471,23.51,15/06/2017,,,,,,
yf6k59,"6"" aqua crackling w/double crackling pistil 708",254,27.22,15/06/2017,,,,,,
yf6p122,"6"" aqua crackling w/purple circle w/red pistil 754",284,28.69,15/06/2017,,,,,,
yf6k96,"6"" aqua dahlia w/red to strobing gold pistil",217,17.65,15/06/2017,,,,,,
yf6k105,"6"" aqua ghost peony w/lemon pistil",63,18.08,15/06/2017,,,,,,
yf6k104,"6"" aqua ghost peony w/red pistil",409,19.52,15/06/2017,,,,,,
yf6p30,"6"" aqua magic peony w/nishiki kamuro circle 655",204,29.38,15/06/2017,,,,,,
yf6p83,"6"" aqua peony w/red pistil 716",150,17.98,15/06/2017,,,,,,
yf6k08,"6"" aqua peony w/strobing gold pistil",463,18.74,15/06/2017,,,,,,
yf6p01,"6"" aqua to crackling ghost peony 78-81",317,28.69,15/06/2017,,,,,,
sm602,"6"" blood red to white peony w/big blue pistil",79,16.88,15/06/2017,,,,,,
wh6n01,"6"" blossoming leaves",104,17.55,15/06/2017,,,,,,
yf6p99,"6"" blue & red meteors 726",505,23.16,16/06/2017,,,,,,
js6n01,"6"" blue chrys to brocade crown ring",434,17.1,16/06/2017,,,,,,
hx6t17,"6"" blue chrys, shell of shells",292,19.13,16/06/2017,,,,,,
yf6p115,"6"" blue crackling w/red pistil w/circle 742",67,27.66,16/06/2017,,,,,,
yf6p87,"6"" blue cycas blooms 718",400,27.66,16/06/2017,,,,,,
yf6p60,"6"" blue eddy in chrys w/red or grn pistil 703 754-756",363,25.24,16/06/2017,,,,,,
yf6p96,"6"" blue eddy in chyrs w/multicolor swimming pistil 724",154,22.12,16/06/2017,,,,,,
yf6t62,"6"" blue flying dragons",108,22.01,16/06/2017,,,,,,
yf6k99,"6"" blue ghost peony",100,28.64,16/06/2017,,,,,,
yf6t06,"6"" blue jellyfish",75,25.2,16/06/2017,,,,,,
hx6t23,"6"" blue peony w/flower crown pistil w/brocade trunk tail",417,16.2,16/06/2017,,,,,,
yf6p119,"6"" blue peony w/golden palm tree w/green pistil",480,17.98,16/06/2017,,,,,,
yf6t48,"6"" blue peony w/silver palm tree & red pistil",488,20.74,16/06/2017,,,,,,
yf6k69,"6"" blue peony w/strobing gold pistil",104,22,16/06/2017,,,,,,
hx6t32,"6"" blue small flowers shell of shells",242,13.98,16/06/2017,,,,,,
yf6p88,"6"" blue strobing cube 719",284,20.4,16/06/2017,,,,,,
yf6k113,"6"" blue to crackling palm tree w/crackling pistil 696",367,22.05,16/06/2017,,,,,,
yf6p110,"6"" blue to golden peony 738",313,19.36,16/06/2017,,,,,,
yf6k102,"6"" blue to green peony w/red to silver pistil",434,20.64,16/06/2017,,,,,,
yf6p44,"6"" blue to green to crackling ghost peony 676 748",121,29.38,16/06/2017,,,,,,
yf6t63,"6"" blue to purple to yellow ghost peony",409,21.37,16/06/2017,,,,,,
yf6p50,"6"" blue to red peony w/red to silver pistil 695",133,24.54,16/06/2017,,,,,,
hq6p04,"6"" blue to red peony w/white glitter pistil",409,15.75,16/06/2017,,,,,,
yf6k112,"6"" blue to red to golden peony",334,22.81,16/06/2017,,,,,,
yf6k77,"6"" blue to strobing gold peony w/red small flowers",42,19.56,16/06/2017,,,,,,
hx6t09,"6"" brocade coconut to blue w/red strobe pistil",284,17.1,16/06/2017,,,,,,
hx6t07,"6"" brocade coconut to purple w/green strobe pistil",67,19.13,16/06/2017,,,,,,
sm605,"6"" brocade crown",450,12.67,16/06/2017,,,,,,
hq6p09,"6"" brocade crown to red strobe horsetaill",300,17.5,16/06/2017,,,,,,
hq6n02,"6"" brocade crown to red strobe w/red strobe pistil",425,15.98,16/06/2017,,,,,,
sm604,"6"" brocade crown to white strobe w/big special grn strb pist w/big tails",267,18.75,16/06/2017,,,,,,
hx6t14,"6"" brocade crown, shell of shells",158,15.53,16/06/2017,,,,,,
hx6t03,"6"" brocade to blue to red w/purple flower wave pistil",79,15.98,16/06/2017,,,,,,
sm603,"6"" brocade to cloud grass (crackling) w/big blood-red pistil",392,15.48,16/06/2017,,,,,,
sm601,"6"" brocade to purple peony w/big purple pistil",505,16.2,17/06/2017,,,,,,
yf6p126,"6"" chrys in circle 759 761",142,24.54,17/06/2017,,,,,,
js6n08,"6"" chrys to blue w/big red pistil",496,17.33,17/06/2017,,,,,,
hq6p03,"6"" color ten thousand thunder",125,14.85,17/06/2017,,,,,,
yf6k122,"6"" colorful ti salutes",108,34.7,17/06/2017,,,,,,
sm606,"6"" crackling brocade crown",242,11.03,17/06/2017,,,,,,
hx6n02,"6"" crackling coconut to green floret w/gold tail",271,19.13,17/06/2017,,,,,,
hx6t21,"6"" crackling coconut to purple small flowers",342,15.53,17/06/2017,,,,,,
hx6t10*,"6"" crackling crossette",250,11.03,17/06/2017,,,,,,
yf6k126,"6"" crackling crossette w/crackling pistil",321,24.11,17/06/2017,,,,,,
yf6k127,"6"" crackling nishiki kamuro niagra falls 73-77",221,25.93,17/06/2017,,,,,,
yf6p33,"6"" crackling palm tree w/crackling pistil",17,29.04,17/06/2017,,,,,,
wh6t01,"6"" crackling pistil to multicolor peony shell of shells",108,15.57,17/06/2017,,,,,,
yf6k35,"6"" crackling thousand circle chrys w/double crackling pistil 738",309,24.19,17/06/2017,,,,,,
ld6001,"6"" crackling willow to red cylinder",142,18.23,17/06/2017,,,,,,
yf6k114,"6"" double palm tree w/green pistil 664-666",459,24.2,17/06/2017,,,,,,
yf6t46,"6"" double red crackling hearts",213,21.37,17/06/2017,,,,,,
yf6p06,"6"" dragonfly pattern 107 108",446,26.27,17/06/2017,,,,,,
csp604,"6"" flower willow waterfall",342,15.53,17/06/2017,,,,,,
hx6t06,"6"" glittering crossette",25,16.88,17/06/2017,,,,,,
yf6p35,"6"" glittering silver to blue to red chrys w/green pistil 661",488,22.47,17/06/2017,,,,,,
yf6p123,"6"" glittering silver to blue to red to sil chrys w/grn pistil 759",413,25.58,17/06/2017,,,,,,
yf6p51,"6"" glittering silver to golden chrys 697",404,21.78,17/06/2017,,,,,,
yf6p108,"6"" glittering silver to green chrys w/purple pistil 734",246,29.38,17/06/2017,,,,,,
yf6p41,"6"" glittering silver to green chrys w/red pistil 671",67,23.51,17/06/2017,,,,,,
yf6p38,"6"" glittering silver to green to red chrys w/5 reports 669",217,28.35,17/06/2017,,,,,,
yf6p54,"6"" glittering silver to green to red chrys w/blue pistil 699",338,25.93,17/06/2017,,,,,,
yf6p71,"6"" glittering silver to multicolor chrys 707",204,22.47,17/06/2017,,,,,,
yf6p107,"6"" glittering silver to multicolor strobing chrys 704 733",21,23.16,17/06/2017,,,,,,
yf6p118,"6"" glittering silver to purple chrys 746",163,24.89,17/06/2017,,,,,,
yf6t54,"6"" glittering silver to red chrys",321,22.33,17/06/2017,,,,,,
yf6p72,"6"" glittering silver to red to green chrys w/red to blue pistil 709 760",96,23.51,18/06/2017,,,,,,
yf631,"6"" gold coconut crossette w/green strobing pistil",404,19.84,18/06/2017,,,,,,
yf6k09,"6"" gold coconut to purple crown flowers 681",121,19.21,18/06/2017,,,,,,
hx6n01,"6"" gold coconut to red floret w/gold tail",338,15.08,18/06/2017,,,,,,
yf6p19,"6"" gold coconut w/blue crown flowers",242,27.31,18/06/2017,,,,,,
yf6p121,"6"" gold dahlia 752 758",21,27.66,18/06/2017,,,,,,
yf6p25,"6"" gold kamuro chrys 650",442,28.69,18/06/2017,,,,,,
yf6pc1,"6"" gold silk chrys to green 753",88,22.47,18/06/2017,,,,,,
jsm604,"6"" gold silk chrys w/3 large brcd tails",33,22.84,18/06/2017,,,,,,
yf6p23,"6"" gold spider 648",250,28,18/06/2017,,,,,,
yf6k34,"6"" gold strobing thousand circle chrys",342,19.01,18/06/2017,,,,,,
yf6d05,"6"" gold willow",142,21.36,18/06/2017,,,,,,
yf6p79,"6"" gold willow w/blue small flowers 713",100,23.85,18/06/2017,,,,,,
hx6t05,"6"" golden coconut to lemon small flowers",88,14.18,18/06/2017,,,,,,
hx6t04,"6"" golden strobe, shell of shells",200,15.98,18/06/2017,,,,,,
yf6t01,"6"" goldwave to blue crossette",21,17.86,18/06/2017,,,,,,
yf6t21,"6"" goldwave to green swimming",183,19.14,18/06/2017,,,,,,
js6n06,"6"" goldwave to green w/big white pistil",496,17.78,18/06/2017,,,,,,
yf6k05,"6"" goldwave to multicolor crossette w/crackling pistil",42,21.59,18/06/2017,,,,,,
yf6k06,"6"" goldwave to purple crossette w/crackling pistil 646 651",83,24.9,18/06/2017,,,,,,
yf6k129,"6"" goldwave to red butterfly w/green or sliver circle 642",196,29.88,18/06/2017,,,,,,
hx6t20,"6"" green chrys w/coconut pistil",317,15.08,18/06/2017,,,,,,
yf6t58,"6"" green coconut",388,21.69,18/06/2017,,,,,,
yf6p47,"6"" green coconut to crossette 683",54,28,18/06/2017,,,,,,
yf6k56,"6"" green crackling w/double crackling pistil",317,16.02,18/06/2017,,,,,,
yf6p28,"6"" green cycas blooms 653",463,25.93,18/06/2017,,,,,,
yf6p101,"6"" green eddy in chrys w/purple pistil 729",192,21.78,18/06/2017,,,,,,
yf67,"6"" green falling leaves bouquet",384,20.8,18/06/2017,,,,,,
yf6d01,"6"" green ghost peony w/ bright red pistil",67,25.86,18/06/2017,,,,,,
yf6t61,"6"" green ghost peony w/purple pistil",88,27.12,18/06/2017,,,,,,
hx6t08,"6"" green glittering willow",430,17.1,18/06/2017,,,,,,
yf6p97,"6"" green kamuro chrys 725",346,28.35,18/06/2017,,,,,,
yf6k70,"6"" green peony w/purple crossette pistil",117,22.27,18/06/2017,,,,,,
yf6k71,"6"" green peony w/red circle w/strobing gold pistil 651",379,24.19,18/06/2017,,,,,,
yf6t60,"6"" green strobe crown",171,27.12,18/06/2017,,,,,,
yf6t45,"6"" green strobe willow",396,26.8,18/06/2017,,,,,,
yf6k51,"6"" green strobing coconut 737",388,27.74,18/06/2017,,,,,,
yf6k75,"6"" green strobing peony w/orange strobing pistil",29,17.38,19/06/2017,,,,,,
yf6k32,"6"" green strobing thousand circle chrys",350,25.52,19/06/2017,,,,,,
hx6t16,"6"" green to big silver chrys",117,18.23,19/06/2017,,,,,,
yf6k79,"6"" green to red to blue peony",129,17.11,19/06/2017,,,,,,
yf6t37,"6"" half green half orange swimming",254,15.95,19/06/2017,,,,,,
yf6t38,"6"" half orange half blue swimming",183,22.01,19/06/2017,,,,,,
yf6t39,"6"" half red peony w/brocade crown ring",183,25.2,19/06/2017,,,,,,
hx6t22,"6"" horse tail, shell of shells",488,15.53,19/06/2017,,,,,,
wh6t02,"6"" hundreds of flowers in bloom (shell of shells)",121,12.76,19/06/2017,,,,,,
yf6b09,"6"" japanese dragons eye",92,24.82,19/06/2017,,,,,,
yf6t43,"6"" kamuro chrys to white strobe",38,24.24,19/06/2017,,,,,,
yf6t70,"6"" kamuro chrys to white strobe w/mc swimming pistil",50,25.52,19/06/2017,,,,,,
yf6p10,"6"" kamuro chrys w/smile face pistil 638",471,19.01,19/06/2017,,,,,,
yf6p49,"6"" lemon crackling w/crackling pistil 692-694",17,22.82,19/06/2017,,,,,,
yf6k95,"6"" lemon dahlia w/red strobing pistil",79,23.09,19/06/2017,,,,,,
yf6k97,"6"" lemon to pink to green dahlia w/strobing gold pistil",259,22.27,19/06/2017,,,,,,
yf6t17,"6"" light green magic peony w/ring & red pistil",100,27.12,19/06/2017,,,,,,
yf6p63,"6"" magenta dahlia w/crackling pistil 704",142,25.58,19/06/2017,,,,,,
yf6p37,"6"" magenta ghost peony w/blue or lemon pistil 668 734-735",167,25.93,19/06/2017,,,,,,
yf6p02,"6"" magenta jellyfish 82-85",354,21.78,19/06/2017,,,,,,
yf6p103,"6"" magenta to aqua strobing peony w/mc small flowers 730-731",434,22.82,19/06/2017,,,,,,
yf6t75,"6"" magenta to green meteors",409,21.05,19/06/2017,,,,,,
yf6p34,"6"" magenta to lemon peony w/crackling pistil 660 705",404,26.27,19/06/2017,,,,,,
yf6b08,"6"" mine red gamboge to multicolor swimming",354,17.39,19/06/2017,,,,,,
csm601,"6"" multi-blooming chrys waterfall",259,20.37,19/06/2017,,,,,,
yf6p05,"6"" multicolor (variegated) meteors 96-105",379,25.93,19/06/2017,,,,,,
yf6t72,"6"" multicolor butterfly",321,26.8,19/06/2017,,,,,,
yf6t16,"6"" multicolor crackling kamuro chrys",488,15.95,19/06/2017,,,,,,
yf6k53,"6"" multicolor crackling small flowers",150,17.11,19/06/2017,,,,,,
yf6k54,"6"" multicolor crackling w/double crackling pistil",284,19.01,19/06/2017,,,,,,
yf6t14,"6"" multicolor criss-cross",117,25.2,19/06/2017,,,,,,
yf6m20,"6"" multicolor dahlia w/crackling pistil",292,19.84,19/06/2017,,,,,,
yf6a08,"6"" multicolor dahlia w/spangle pist 757",108,25.07,19/06/2017,,,,,,
yf6p81,"6"" multicolor dahlia w/strobing pistil 714",321,16.59,19/06/2017,,,,,,
yf6k133,"6"" multicolor dahlia w/white strobing pistil",363,19.84,19/06/2017,,,,,,
yf6t32,"6"" multicolor falling leaves small flowers (sos)",254,21.69,19/06/2017,,,,,,
yf6k27,"6"" multicolor flower sheets",271,23.85,19/06/2017,,,,,,
yf6t15,"6"" multicolor ghost peony",25,24.24,19/06/2017,,,,,,
yf6t18,"6"" multicolor meteors",421,15.31,20/06/2017,,,,,,
yf6k131,"6"" multicolor peony w/silver palm tree pistil",229,20.45,20/06/2017,,,,,,
hx6t33,"6"" multicolor small flowers shell of shells",404,13.32,20/06/2017,,,,,,
yf6e03,"6"" multicolor thousand circles in mc circle",475,29.59,20/06/2017,,,,,,
hq6p06,"6"" multicolor thousand rings",29,15.53,20/06/2017,,,,,,
yf6a43,"6"" nishiki kamuro niagra falls 66",254,26.62,20/06/2017,,,,,,
yf6e04,"6"" nishiki kamuro peony w / green & spangle pistil 740",225,27.31,20/06/2017,,,,,,
yf6e05,"6"" nishiki kamuro peony w/purple & spangle pistil",271,15.22,20/06/2017,,,,,,
yf6p56,"6"" nishiki kamuro to crackling flowers 701",346,24.54,20/06/2017,,,,,,
yf6t69,"6"" nishiki kamuro to green swimming",346,21.69,20/06/2017,,,,,,
yf6t10,"6"" nishkiki kamuro to multicolor swimming",33,26.8,20/06/2017,,,,,,
yf6t13,"6"" nishkiki kamuro to red strobe w/red strobe pistil",29,18.82,20/06/2017,,,,,,
yf6t09,"6"" nishkiki kamuro to red swimming",425,24.56,20/06/2017,,,,,,
yf6t12,"6"" nishkiki kamuro to white strobe w/white strobe pistil",459,24.56,20/06/2017,,,,,,
wh6t03,"6"" octangonal chrys",163,16.44,20/06/2017,,,,,,
yf6k58,"6"" orange crackling w/crackling pistil 638",154,22.47,20/06/2017,,,,,,
yf6p120,"6"" orange palm tree 749",188,27.66,20/06/2017,,,,,,
yf6k91,"6"" orange strobing dahlia",263,19.28,20/06/2017,,,,,,
yf6t74,"6"" orange titanium salute small flowers (sos)",29,15.31,20/06/2017,,,,,,
yf6k68,"6"" peony w/palm tree",42,23.09,20/06/2017,,,,,,
hx6t18,"6"" purple coconut crossette",213,11.7,20/06/2017,,,,,,
hx6t01,"6"" purple coconut crossette",317,17.33,20/06/2017,,,,,,
yf6p93,"6"" purple dahlia 722",404,26.62,20/06/2017,,,,,,
yf6t66,"6"" purple falling leaves",113,26.48,20/06/2017,,,,,,
yf6p94,"6"" purple palm tree w/green pistil 723",384,23.16,20/06/2017,,,,,,
yf6k80,"6"" purple to blue strobing peony",54,19.56,20/06/2017,,,,,,
wh6t04,"6"" purple to dark to silver",263,16.01,20/06/2017,,,,,,
yf6p111,"6"" purple to green peony 739",96,24.2,20/06/2017,,,,,,
yf6k85,"6"" purple willow 663",467,14.67,20/06/2017,,,,,,
ld6072,"6"" red & green scattering w/coco pistil",221,12.6,20/06/2017,,,,,,
hx6t19,"6"" red coconut crossette",284,18.45,20/06/2017,,,,,,
yf6k47,"6"" red cycas blooms 715",309,24.2,20/06/2017,,,,,,
hq6n01,"6"" red cycas in blue crossette",484,14.63,20/06/2017,,,,,,
yf6t31,"6"" red falling leaves",288,19.78,20/06/2017,,,,,,
yf6p07,"6"" red gam to blue to green chyrs w/goldwave to red pistil 109-112",388,29.38,20/06/2017,,,,,,
yf6m02,"6"" red gam to crcklng chrys w/dbl crcklng pist 656 684-687 750-751",359,23.16,20/06/2017,,,,,,
yf6k92,"6"" red gamboge to blue to red strobing chrys w/green pistil",42,24.11,20/06/2017,,,,,,
yf6p77,"6"" red gamboge to blue to red to silver chrys w/mc strob pist 712",192,24.89,21/06/2017,,,,,,
yf6k132,"6"" red gamboge to crackling chyrs w/stobing & crackling pistil 758",213,25.03,21/06/2017,,,,,,
yf6t03,"6"" red gamboge to flying dragons",321,23.93,21/06/2017,,,,,,
yf6p29,"6"" red gamboge to flying dragons 654",284,29.04,21/06/2017,,,,,,
yf6p76,"6"" red gamboge to golden strobing chrys w/multicolor pistil 711",400,17.63,21/06/2017,,,,,,
yf6k19,"6"" red gamboge to green strobing w/orange strobing pistil",388,13.85,21/06/2017,,,,,,
